budget_x,country,date_x,genre,names,orig_lang,orig_title,Sum of Profit/Loss,revenue,score,status
10000000,US,08/24/2018,"Science Fiction, Action, Adventure, Family",A-X-L, English,A-X-L,227645675,237645675,63, Released
10000000,US,08/30/2013,"Documentary, Music",One Direction: This Is Us, English,One Direction: This Is Us,58500000,68500000,84, Released
10000000,US,08-09-1991,"Action, Adventure, Comedy, Family",Bingo, English,Bingo,-1332316,8667684,50, Released
10000000,US,08-09-2019,Drama,Brian Banks, English,Brian Banks,-5623180,4376820,73, Released
10000000,US,08-10-2018,"Horror, Mystery, Thriller",Slender Man, English,Slender Man,41945949,51945949,44, Released
10000000,US,09/21/2012,"Horror, Thriller",The Collection, English,The Collection,-1109906,8890094,63, Released
10000000,US,09/21/2018,"Drama, Romance",Life Itself, English,Life Itself,-2039526,7960474,73, Released
10000000,US,09-09-2016,"Drama, Crime, Action",Kicks, English,Kicks,-9849809,150191,67, Released
10000000,US,09-09-2016,"Mystery, Thriller, Drama, Horror",When the Bough Breaks, English,When the Bough Breaks,20768449,30768449,59, Released
10000000,US,09-11-2012,"Thriller, Action, Crime",6 Bullets, English,6 Bullets,149185080.2,159185080.2,61, Released
10000000,US,10/19/2007,"Animation, Drama, Family, History",The Ten Commandments, English,The Ten Commandments,-8948093,1051907,52, Released
10000000,US,10/21/1983,"Thriller, Horror, Science Fiction",The Dead Zone, English,The Dead Zone,10766000,20766000,70, Released
10000000,US,10/22/2009,"Action, Crime, Drama, Thriller",Ninja, English,Ninja,-9805757,194243,60, Released
10000000,US,10/26/1984,"Crime, Mystery, Thriller",Body Double, English,Body Double,-1198060,8801940,68, Released
10000000,US,10/27/2017,"Horror, Crime, Mystery, Thriller",Jigsaw, English,Jigsaw,94223315,104223315,62, Released
10000000,US,10/27/2017,"Thriller, Action, Drama",Acts of Vengeance, English,Acts of Vengeance,-9679295,320705,59, Released
10000000,US,10-03-2008,"Comedy, Music, Drama",Nick and Norah's Infinite Playlist, English,Nick and Norah's Infinite Playlist,23886017,33886017,65, Released
10000000,US,10-04-1962,"War, Action, Drama",The Longest Day, English,The Longest Day,40100000,50100000,76, Released
10000000,US,10-04-2013,"History, Drama",Parkland, English,Parkland,-8383647,1616353,62, Released
10000000,US,10-11-2011,"Action, Thriller, Science Fiction",Arena, English,Arena,22144750.8,32144750.8,53, Released
10000000,US,11/16/2019,"Drama, Romance",Our Friend, English,Our Friend,-9285745,714255,72, Released
10000000,US,11/23/1923,Drama,The Ten Commandments, English,The Ten Commandments,-8948093,1051907,68, Released
10000000,US,11/23/2011,"Drama, Romance",My Week with Marilyn, English,My Week with Marilyn,24240572,34240572,67, Released
10000000,US,11-06-2009,"Mystery, Science Fiction, Thriller",The Fourth Kind, English,The Fourth Kind,39486874,49486874,63, Released
10000000,US,11-07-2014,"Thriller, Horror",Jessabelle, English,Jessabelle,-3001641,6998359,54, Released
10000000,US,11-09-2004,"Animation, Family",Mickey's Twice Upon a Christmas, English,Mickey's Twice Upon a Christmas,156946230.6,166946230.6,70, Released
10000000,US,11-11-2016,"Drama, Thriller",Shut In, English,Shut In,1360665,11360665,53, Released
10000000,US,12/31/2013,"Action, Crime",Force of Execution, English,Force of Execution,-9011682,988318,48, Released
10000000,US,12-01-2006,"Horror, Thriller",Turistas, English,Turistas,4321070,14321070,55, Released
10000000,US,12-11-1998,"Comedy, Drama",Rushmore, English,Rushmore,9080435,19080435,74, Released
10000000,US,12-12-1993,"Drama, Adventure, History",Abraham, English,Abraham,285961253.6,295961253.6,66, Released
100000000,AR,10/13/2022,Drama,Noise," Spanish, Castilian", Ruido,269861963.8,369861963.8,71, Released
100000000,AU,01/21/2021,Drama,Penguin Bloom, English,Penguin Bloom,269861963.8,369861963.8,71, Released
100000000,AU,01/22/2014,"Crime, Drama, Comedy",The Wolf of Wall Street, English,The Wolf of Wall Street,289816136,389816136,80, Released
100000000,AU,01/23/2013,"Drama, Western",Django Unchained, English,Django Unchained,349841566,449841566,82, Released
100000000,AU,01/31/2019,"Science Fiction, Animation, Action",Reign of the Supermen, English,Reign of the Supermen,475561014.20000005,575561014.2,71, Released
100000000,AU,01-01-1992,"Action, Thriller, Crime",Point Break, English,Point Break,26704591,126704591,71, Released
100000000,AU,01-01-2016,"Action, Adventure, Crime, Thriller",Point Break, English,Point Break,26704591,126704591,59, Released
100000000,AU,01-01-2020,"Animation, Action, Adventure, Comedy, Family",Spies in Disguise, English,Spies in Disguise,65124093,165124093,77, Released
100000000,AU,01-04-2007,"Drama, Thriller, Action",Blood Diamond, English,Blood Diamond,71377916,171377916,75, Released
100000000,AU,01-06-2022,"Action, Adventure, Thriller, War, Mystery",The King's Man, English,The King's Man,25928656,125928656,68, Released
100000000,AU,01-09-2008,"Drama, Crime",American Gangster, English,American Gangster,167985456,267985456,76, Released
100000000,AU,01-09-2020,"War, Drama, History",1917, English,1917,289140440,389140440,80, Released
100000000,AU,02-07-2022,"Animation, Action, Crime",Catwoman: Hunted, English,Catwoman: Hunted,431753560.8,531753560.8,60, Released
100000000,AU,03/23/2023,"Action, Thriller, Crime",John Wick: Chapter 4, English,John Wick: Chapter 4,251349364,351349364,80, Released
100000000,AU,03-04-2021,"Animation, Family, Fantasy, Action, Adventure",Raya and the Last Dragon, English,Raya and the Last Dragon,30423032,130423032,79, Released
100000000,AU,03-04-2021,"Fantasy, Science Fiction, Adventure",Chaos Walking, English,Chaos Walking,-72927831,27072169,67, Released
100000000,AU,03-12-2010,"War, Action, Adventure, Drama, Thriller",Green Zone, English,Green Zone,-2476980,97523020,65, Released
100000000,AU,04/23/2014,"Thriller, Science Fiction, Drama, Mystery",Transcendence, English,Transcendence,3039258,103039258,60, Released
100000000,AU,04-04-2019,"Comedy, Animation, Adventure, Family, Fantasy",Wonder Park, English,Wonder Park,15103325,115103325,65, Released
100000000,AU,04-04-2019,"Family, Animation, Comedy, Adventure, Fantasy",Missing Link, English,Missing Link,-73434290,26565710,70, Released
100000000,AU,04-05-2001,"Adventure, Animation, Comedy, Family, Fantasy",The Emperor's New Groove, English,The Emperor's New Groove,69630573,169630573,75, Released
100000000,AU,04-05-2023,"Animation, Adventure, Family, Fantasy, Comedy",The Super Mario Bros. Movie, English,The Super Mario Bros. Movie,624459031,724459031,76, Released
100000000,AU,06/13/2013,"Animation, Adventure, Family, Fantasy",Epic, English,Epic,162794441,262794441,65, Released
100000000,AU,06/29/1995,"Action, Crime, Fantasy",Batman Forever, English,Batman Forever,236529144,336529144,54, Released
100000000,AU,06-11-2009,"Adventure, Comedy, Science Fiction",Land of the Lost, English,Land of the Lost,-30451359,69548641,55, Released
100000000,AU,06-12-2020,"Adventure, Fantasy, Science Fiction, Family, Action",Artemis Fowl, English,Artemis Fowl,-100000000,0,56, Released
100000000,AU,07/21/2023,"Drama, History",Oppenheimer, English,Oppenheimer,-71670250,28329750,0, Post Production
100000000,AU,07/24/2014,"Action, Adventure",Hercules, English,Hercules,143388614,243388614,58, Released
100000000,AU,08/14/2014,"Action, Adventure, Thriller",The Expendables 3, English,The Expendables 3,109461378,209461378,62, Released
100000000,AU,08/27/2009,"Thriller, Crime, Action",The Taking of Pelham 1 2 3, English,The Taking of Pelham 1 2 3,50166126,150166126,63, Released
100000000,AU,08/30/2012,"Action, Adventure, Thriller",The Expendables 2, English,The Expendables 2,211979256,311979256,63, Released
100000000,AU,08-09-2001,"Thriller, Science Fiction, Action, Adventure",Planet of the Apes, English,Planet of the Apes,262211740,362211740,57, Released
100000000,AU,09/13/2001,"Drama, Science Fiction, Adventure",A.I. Artificial Intelligence, English,A.I. Artificial Intelligence,135926552,235926552,70, Released
100000000,AU,09/16/2004,"Action, Fantasy, Mystery, Crime",Catwoman, English,Catwoman,-17921954,82078046,46, Released
100000000,AU,09/18/1976,"Action, Drama, History, War",Midway, English,Midway,26815030,126815030,66, Released
100000000,AU,09/18/1997,"Animation, Family, Fantasy, Adventure, Comedy, Romance",Hercules, English,Hercules,143388614,243388614,75, Released
100000000,AU,09/19/1996,"Action, Drama, Mystery, Thriller",Eraser, English,Eraser,134400000,234400000,60, Released
100000000,AU,09/24/2010,"Animation, Adventure, Family, Fantasy",Legend of the Guardians: The Owls of Ga'Hoole, English,Legend of the Guardians: The Owls of Ga'Hoole,39716717,139716717,68, Released
100000000,AU,09/30/2010,"Action, Comedy, Crime",The Other Guys, English,The Other Guys,70936470,170936470,63, Released
100000000,AU,09-01-1994,"Action, Thriller",True Lies, English,True Lies,265300000,365300000,70, Released
100000000,AU,09-05-1991,"Action, Thriller, Science Fiction",Terminator 2: Judgment Day, English,Terminator 2: Judgment Day,415376182,515376182,81, Released
100000000,AU,09-12-1996,"Drama, Animation, Family",The Hunchback of Notre Dame, English,The Hunchback of Notre Dame,225500000,325500000,71, Released
100000000,AU,10/15/1953,"Animation, Family, Adventure, Fantasy",Peter Pan, English,Peter Pan,-4744515,95255485,72, Released
100000000,AU,10/19/2017,"Action, Science Fiction, Thriller",Geostorm, English,Geostorm,120796009,220796009,61, Released
100000000,AU,10/21/2021,"Action, Drama, History",The Last Duel, English,The Last Duel,-69919997,30080003,75, Released
100000000,AU,10/23/2020,Comedy,Borat Subsequent Moviefilm, English,Borat Subsequent Moviefilm,146367071,246367071,65, Released
100000000,AU,10/24/2019,"Animation, Family",Cats, Chinese, 猫与桃花源,-24431645,75568355,68, Released
100000000,AU,11/15/2007,"Action, Comedy, Drama",Fred Claus, English,Fred Claus,-2161651,97838349,58, Released
100000000,AU,11/21/2019,"Action, Drama, War, History, Adventure",Midway, English,Midway,26815030,126815030,71, Released
100000000,AU,11/25/2004,"Adventure, Action, Thriller, Mystery",National Treasure, English,National Treasure,231323410,331323410,66, Released
100000000,AU,11/25/2021,Comedy,Bad Luck Banging or Loony Porn, Romanian, Babardeala cu bucluc sau porno balamuc,146367071,246367071,65, Released
100000000,AU,11/26/2009,"Animation, Comedy, Family",Cloudy with a Chance of Meatballs, English,Cloudy with a Chance of Meatballs,136827677,236827677,66, Released
100000000,AU,11/28/2002,"Adventure, Fantasy",Harry Potter and the Chamber of Secrets, English,Harry Potter and the Chamber of Secrets,774954530,874954530,77, Released
100000000,AU,12/16/2004,"Adventure, Comedy, Family",Lemony Snicket's A Series of Unfortunate Events, English,Lemony Snicket's A Series of Unfortunate Events,112956024,212956024,68, Released
100000000,AU,12/18/2003,"Adventure, Fantasy, Family",Peter Pan, English,Peter Pan,-4744515,95255485,72, Released
100000000,AU,12/21/2006,"Fantasy, Action, Adventure, Family",Eragon, English,Eragon,149488115,249488115,51, Released
100000000,AU,12/26/1999,"Action, Fantasy, Horror, Mystery",End of Days, English,End of Days,112026975,212026975,60, Released
100000000,AU,12/26/2002,"Adventure, Animation, Family, Fantasy, Science Fiction",Treasure Planet, English,Treasure Planet,-8200000,91800000,75, Released
100000000,AU,12/26/2005,Comedy,Fun with Dick and Jane, English,Fun with Dick and Jane,102026112,202026112,62, Released
100000000,AU,12/26/2010,"Action, Thriller, Romance",The Tourist, English,The Tourist,178731369,278731369,62, Released
100000000,AU,12/26/2010,"Comedy, Romance",Little Fockers, English,Little Fockers,210650574,310650574,56, Released
100000000,AU,12/26/2019,"Fantasy, Comedy, Drama",Cats, English,Cats,-24431645,75568355,42, Released
100000000,AU,12/26/2021,"Drama, Romance, Crime",West Side Story, English,West Side Story,-25173671,74826329,71, Released
100000000,AU,12/31/2020,Drama,Pieces of a Woman, English,Pieces of a Woman,269861963.8,369861963.8,71, Released
100000000,AU,12-03-2009,"Family, Fantasy, Drama, Adventure",Where the Wild Things Are, English,Where the Wild Things Are,-876344,99123656,65, Released
100000000,AU,12-03-2015,"Thriller, Drama, Adventure, Action, History",In the Heart of the Sea, English,In the Heart of the Sea,-10306691,89693309,67, Released
100000000,AU,12-06-2018,"Adventure, Science Fiction",Mortal Engines, English,Mortal Engines,-14518096,85481904,62, Released
100000000,AU,12-10-2020,"Science Fiction, Drama",The Midnight Sky, English,The Midnight Sky,-99924385,75615,58, Released
100000000,BE,10/19/2022,Drama,On the Fringe," Spanish, Castilian", En los márgenes,269861963.8,369861963.8,71, Released
100000000,BR,11-11-2021,Drama,7 Prisoners, Portuguese, 7 Prisioneiros,269861963.8,369861963.8,71, Released
100000000,CO,12/22/2022,Comedy,El último hombre sobre la Tierra," Spanish, Castilian",El último hombre sobre la Tierra,146367071,246367071,65, Released
100000000,ES,03/30/2001,"Comedy, Crime",Torrente 2: Mission in Marbella," Spanish, Castilian", Torrente 2: Misión en Marbella,228724751.39999998,328724751.4,60, Released
100000000,FR,12/19/1956,"Drama, History",The Hunchback of Notre Dame, French, Notre-Dame de Paris,225500000,325500000,66, Released
100000000,GR,11-07-2013,Drama,Miss Violence, Greek,Miss Violence,269861963.8,369861963.8,71, Released
100000000,IT,02/13/1991,Drama,Paprika, Italian,Paprika,269861963.8,369861963.8,71, Released
100000000,IT,12/19/2022,Comedy,The Price of Family, Italian, Natale a tutti i costi,146367071,246367071,65, Released
100000000,JP,02/23/2023,Drama,Call Me Chihiro, Japanese, ちひろさん,269861963.8,369861963.8,71, Released
100000000,MX,07-02-1987,Comedy,Los verduleros 2," Spanish, Castilian",Los verduleros 2,146367071,246367071,65, Released
100000000,MX,10/24/2022,Drama,Dive," Spanish, Castilian", La caída,269861963.8,369861963.8,71, Released
100000000,TH,04-06-2023,"Horror, Drama, Thriller",Home for Rent, Thai, บ้านเช่า..บูชายัญ,260455238,360455238,60, Released
100000000,US,01-01-2004,Drama,Scandalous Sex, English,Scandalous Sex,269861963.8,369861963.8,71, Released
100000000,US,02/18/2005,"Fantasy, Comedy, Family, Adventure",Son of the Mask, English,Son of the Mask,-40081578,59918422,41, Released
100000000,US,02-07-1968,"Science Fiction, Adventure, Drama, Action",Planet of the Apes, English,Planet of the Apes,262211740,362211740,76, Released
100000000,US,03-11-2022,"Horror, Mystery",Offseason, English,Offseason,279967948.4,379967948.4,57, Released
100000000,US,06-06-2007,Comedy,Big Stan, English,Big Stan,146367071,246367071,65, Released
100000000,US,08/25/2022,"Action, Crime, Science Fiction",Samaritan, English,Samaritan,280428883,380428883,68, Released
100000000,US,09/17/2021,Drama,The Starling, English,The Starling,269861963.8,369861963.8,71, Released
100000000,US,12/13/1961,"Crime, Drama, Romance",West Side Story, English,West Side Story,-25173671,74826329,73, Released
100000000,US,12/29/1939,"Drama, Romance, Horror",The Hunchback of Notre Dame, English,The Hunchback of Notre Dame,225500000,325500000,73, Released
100060000,DE,05-11-1931,"Drama, Action, Thriller, Crime",M, German, M - Eine Stadt sucht einen Mörder,391302200.8,491362200.8,81, Released
100100000,AU,04-01-2022,Comedy,The Bubble, English,The Bubble,847368745.8,947468745.8,47, Released
100100000,MX,03/23/2023,Comedy,¡Que Viva México!," Spanish, Castilian",¡Que Viva México!,847368745.8,947468745.8,47, Released
100140000,JP,04/25/2015,"Science Fiction, Horror",Parasyte: Part 2, Japanese, 寄生獣 完結編,609700720.6,709840720.6,70, Released
100140523.8,CZ,02-07-2010,Documentary,Avatar: Creating the World of Pandora, English,Avatar: Creating the World of Pandora,525750705.2,625891229,70, Released
100140523.8,GB,02/27/2022,Documentary,Fantastic Beasts: A Natural History, English,Fantastic Beasts: A Natural History,525750705.2,625891229,70, Released
100140523.8,GB,03-03-2022,Documentary,Surviving Paradise: A Family Tale, English,Surviving Paradise: A Family Tale,525750705.2,625891229,70, Released
